PN	Section	Features	Grade	Params_preview
CM1115-RC	1节-复合IC	工业级 BMS	工业级	Part Number: CM1115-RC | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.625 | Overcharge release voltage(V): 4.425 | Overdischarge detection voltage(V): 2.49 | Overdischarge release voltage(V): 2.49 | Discharge overcurrent detection (A): 1.08 | Load short- circuiting d
CM1126B-DAC	1节-复合IC	工业级 BMS	工业级	Part Number: CM1126B-DAC | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.475 | Overcharge release voltage(V): 4.275 | Overdischarge detection voltage(V): 2.85 | Overdischarge release voltage(V): 3.05 | Discharge overcurrent detection (A): 0.45 | Load short- circuiting
CM1126B-DBC	1节-复合IC	工业级 BMS	工业级	Part Number: CM1126B-DBC | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.475 | Overcharge release voltage(V): 4.285 | Overdischarge detection voltage(V): 2.84 | Overdischarge release voltage(V): 3.02 | Discharge overcurrent detection (A): 0.3 | Load short- circuiting 
CM1126B-GAC	1节-复合IC	工业级 BMS	工业级	Part Number: CM1126B-GAC | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.275 | Overcharge release voltage(V): 4.075 | Overdischarge detection voltage(V): 2.72 | Overdischarge release voltage(V): 2.9 | Discharge overcurrent detection (A): 0.45 | Load short- circuiting 
CM1126B-GBC	1节-复合IC	工业级 BMS	工业级	Part Number: CM1126B-GBC | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.275 | Overcharge release voltage(V): 4.085 | Overdischarge detection voltage(V): 2.72 | Overdischarge release voltage(V): 2.9 | Discharge overcurrent detection (A): 0.3 | Load short- circuiting d
CM1126B-HBC	1节-复合IC	工业级 BMS	工业级	Part Number: CM1126B-HBC | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.575 | Overcharge release voltage(V): 4.385 | Overdischarge detection voltage(V): 2.9 | Overdischarge release voltage(V): 3.09 | Discharge overcurrent detection (A): 0.3 | Load short- circuiting d
CM1126B-MBC	1节-复合IC	工业级 BMS	工业级	Part Number: CM1126B-MBC | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.525 | Overcharge release voltage(V): 4.335 | Overdischarge detection voltage(V): 2.88 | Overdischarge release voltage(V): 3.06 | Discharge overcurrent detection (A): 0.3 | Load short- circuiting 
CM1126B-WAC	1节-复合IC	工业级 BMS	工业级	Part Number: CM1126B-WAC | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.425 | Overcharge release voltage(V): 4.225 | Overdischarge detection voltage(V): 2.8 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection (A): 0.45 | Load short- circuiting det
CM1126B-WBC	1节-复合IC	工业级 BMS	工业级	Part Number: CM1126B-WBC | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.425 | Overcharge release voltage(V): 4.235 | Overdischarge detection voltage(V): 2.81 | Overdischarge release voltage(V): 2.99 | Discharge overcurrent detection (A): 0.3 | Load short- circuiting 
CM1141-AAD	1节-复合IC	工业级 BMS	工业级	Part Number: CM1141-AAD | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.3 | Overcharge release voltage(V): 4.075 | Overdischarge detection voltage(V): 2.4 | Overdischarge release voltage(V): 3.04 | Discharge overcurrent detection (A): 18 | Load short- circuiting detec
CM1141-ABD	1节-复合IC	工业级 BMS	工业级	Part Number: CM1141-ABD | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.425 | Overcharge release voltage(V): 4.2 | Overdischarge detection voltage(V): 2.4 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection (A): 18 | Load short- circuiting detectio
CM1141-ACD	1节-复合IC	工业级 BMS	工业级	Part Number: CM1141-ACD | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.475 | Overcharge release voltage(V): 4.25 | Overdischarge detection voltage(V): 2.4 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection (A): 18 | Load short- circuiting detecti
CM1141-BAD	1节-复合IC	工业级 BMS	工业级	Part Number: CM1141-BAD | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.3 | Overcharge release voltage(V): 4.075 | Overdischarge detection voltage(V): 2.4 | Overdischarge release voltage(V): 3.04 | Discharge overcurrent detection (A): 18 | Load short- circuiting detec
CM1141-BBD	1节-复合IC	工业级 BMS	工业级	Part Number: CM1141-BBD | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.425 | Overcharge release voltage(V): 4.2 | Overdischarge detection voltage(V): 2.4 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection (A): 18 | Load short- circuiting detectio
CM1141-BCD	1节-复合IC	工业级 BMS	工业级	Part Number: CM1141-BCD | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.475 | Overcharge release voltage(V): 4.25 | Overdischarge detection voltage(V): 2.4 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection (A): 18 | Load short- circuiting detecti
CM1250-BGA-M8A	2~16节-次级保护	工业级 BMS	工业级	Part Number: CM1250-BGA-M8A | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 3.8 | Overcharge release voltage(V): 3.7 | Overcharge Detection Delay Time(S): 2 | Overdischarge detection voltage(V): - | Overdischarge release voltage(V): - | Overdischarge Detection Delay Tim
CM1255-ADH-M8A	2~16节-次级保护	工业级 BMS	工业级	Part Number: CM1255-ADH-M8A | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.35 | Overcharge release voltage(V): 4.25 | Overcharge Detection Delay Time(S): 6 | Overdischarge detection voltage(V): - | Overdischarge release voltage(V): - | Overdischarge Detection Delay T
CM1255-BAH-M8A	2~16节-次级保护	工业级 BMS	工业级	Part Number: CM1255-BAH-M8A | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.275 | Overcharge release voltage(V): 4.175 | Overcharge Detection Delay Time(S): 1 | Overdischarge detection voltage(V): - | Overdischarge release voltage(V): - | Overdischarge Detection Delay
CM1255-BBH-M8A	2~16节-次级保护	工业级 BMS	工业级	Part Number: CM1255-BBH-M8A | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.25 | Overcharge release voltage(V): 4.15 | Overcharge Detection Delay Time(S): 1 | Overdischarge detection voltage(V): - | Overdischarge release voltage(V): - | Overdischarge Detection Delay T
CM1255-BDH-M8A	2~16节-次级保护	工业级 BMS	工业级	Part Number: CM1255-BDH-M8A | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.22 | Overcharge release voltage(V): 4.12 | Overcharge Detection Delay Time(S): 1 | Overdischarge detection voltage(V): - | Overdischarge release voltage(V): - | Overdischarge Detection Delay T
CM1255-BEH-M8A	2~16节-次级保护	工业级 BMS	工业级	Part Number: CM1255-BEH-M8A | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.225 | Overcharge release voltage(V): 4.125 | Overcharge Detection Delay Time(S): 1 | Overdischarge detection voltage(V): - | Overdischarge release voltage(V): - | Overdischarge Detection Delay
CM1255-BEL-M8A	2~16节-次级保护	工业级 BMS	工业级	Part Number: CM1255-BEL-M8A | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.225 | Overcharge release voltage(V): 4.125 | Overcharge Detection Delay Time(S): 1 | Overdischarge detection voltage(V): - | Overdischarge release voltage(V): - | Overdischarge Detection Delay
CM1255-CAH-M8A	2~16节-次级保护	工业级 BMS	工业级	Part Number: CM1255-CAH-M8A | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.3 | Overcharge release voltage(V): 4.2 | Overcharge Detection Delay Time(S): 1 | Overdischarge detection voltage(V): - | Overdischarge release voltage(V): - | Overdischarge Detection Delay Tim
CM1255-CCH-M8A	2~16节-次级保护	工业级 BMS	工业级	Part Number: CM1255-CCH-M8A | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.3 | Overcharge release voltage(V): 4.1 | Overcharge Detection Delay Time(S): 2 | Overdischarge detection voltage(V): - | Overdischarge release voltage(V): - | Overdischarge Detection Delay Tim
CM1255-CDH-M8A	2~16节-次级保护	工业级 BMS	工业级	Part Number: CM1255-CDH-M8A | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.325 | Overcharge release voltage(V): 4.025 | Overcharge Detection Delay Time(S): 6 | Overdischarge detection voltage(V): - | Overdischarge release voltage(V): - | Overdischarge Detection Delay
CM1332-BAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1332-BAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.225 | Overcharge release voltage(V): 4.125 | Overdischarge detection voltage(V): 2.5 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuitin
CM1332-DAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1332-DAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.25 | Overcharge release voltage(V): 4.15 | Overdischarge detection voltage(V): 2.7 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuiting 
CM1332-GKT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1332-GKT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 3.65 | Overcharge release voltage(V): 3.55 | Overdischarge detection voltage(V): 2.3 | Overdischarge release voltage(V): 2.5 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuitin
CM1332-RAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1332-RAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.475 | Overcharge release voltage(V): 4.375 | Overdischarge detection voltage(V): 2.55 | Overdischarge release voltage(V): 3.1 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circui
CM1341-CAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1341-CAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.225 | Overcharge release voltage(V): 4.125 | Overdischarge detection voltage(V): 2.7 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuitin
CM1341-DAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1341-DAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.25 | Overcharge release voltage(V): 4.15 | Overdischarge detection voltage(V): 2.7 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuiting 
CM1341-FKT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1341-FKT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.25 | Overcharge release voltage(V): 4.15 | Overdischarge detection voltage(V): 2.5 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuiting 
CM1341-GAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1341-GAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 3.65 | Overcharge release voltage(V): 3.55 | Overdischarge detection voltage(V): 2.3 | Overdischarge release voltage(V): 2.5 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuitin
CM1341-HKT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1341-HKT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 3.85 | Overcharge release voltage(V): 3.75 | Overdischarge detection voltage(V): 2.3 | Overdischarge release voltage(V): 2.5 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuitin
CM1341-JAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1341-JAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 3.58 | Overcharge release voltage(V): 3.48 | Overdischarge detection voltage(V): 2.25 | Overdischarge release voltage(V): 2.45 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuit
CM1341-KKT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1341-KKT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 3.65 | Overcharge release voltage(V): 3.55 | Overdischarge detection voltage(V): 2.3 | Overdischarge release voltage(V): 2.5 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuitin
CM1341-LAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1341-LAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.175 | Overcharge release voltage(V): 4.075 | Overdischarge detection voltage(V): 2.7 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuitin
CM1341-PAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1341-PAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.3 | Overcharge release voltage(V): 4.2 | Overdischarge detection voltage(V): 2.7 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuiting de
CM1341-QAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1341-QAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.425 | Overcharge release voltage(V): 4.325 | Overdischarge detection voltage(V): 2.75 | Overdischarge release voltage(V): 3.05 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circu
CM1341-RAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1341-RAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.475 | Overcharge release voltage(V): 4.375 | Overdischarge detection voltage(V): 2.55 | Overdischarge release voltage(V): 3.1 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circui
CM1341-UAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1341-UAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.375 | Overcharge release voltage(V): 4.275 | Overdischarge detection voltage(V): 2.7 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuitin
CM1342-HNT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1342-HNT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 3.95 | Overcharge release voltage(V): 3.85 | Overdischarge detection voltage(V): 1.8 | Overdischarge release voltage(V): 2 | Discharge overcurrent detection voltage(V): 0.1 | Load short-circuiting d
CM1351-DAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1351-DAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.25 | Overcharge release voltage(V): 4.15 | Overdischarge detection voltage(V): 2.7 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuiting 
CM1351-FAT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1351-FAT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 4.25 | Overcharge release voltage(V): 4.15 | Overdischarge detection voltage(V): 2.5 | Overdischarge release voltage(V): 3 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuiting 
CM1351-GKT	3~16节-全功能保护	工业级 BMS	工业级	Part Number: CM1351-GKT | Status: Production | Rating: Industrial | Overcharge detection voltage (V): 3.65 | Overcharge release voltage(V): 3.55 | Overdischarge detection voltage(V): 2.3 | Overdischarge release voltage(V): 2.5 | Discharge overcurrent detection voltage(V): 0.05 | Load short-circuitin
